http://www.bgmea.com.bd/member/details/211,"Dhaka Continental Garments Ltd.","","Md. Anisul Haque"
http://www.bgmea.com.bd/member/details/212,"Brothers Fashion Limited",bangla.net,"Abdullah Hill Rakib"
http://www.bgmea.com.bd/member/details/213,"Babylon Garments Limited",global-bd.net,"S.M. Emdadul Islam"
http://www.bgmea.com.bd/member/details/214,"Novel Garments Inds. Ltd.","","Md. Motiur Rahman Bhuiya"
http://www.bgmea.com.bd/member/details/215,"Solar Garments (Pvt) Ltd.",dhaka.net,"Md. Ziauddin Ahmed"
http://www.bgmea.com.bd/member/details/216,"Excelsior Garments Ltd.",bdmail.net,"M.A. Masud"
http://www.bgmea.com.bd/member/details/217,"Titan Apparels Ltd.",bdmail.net,"Hasibur Rahman"
http://www.bgmea.com.bd/member/details/218,"The Rose Garments Intl. (Pvt.) Ltd.",ahsangroup.com,"A.S.M. Quamrul Ahsan"
http://www.bgmea.com.bd/member/details/219,"Saleha Garments Ltd.","","Redwan Ahmed"
http://www.bgmea.com.bd/member/details/220,"Panorama Garments Ltd.",yahoo.com,"Mohin Uddin"
http://www.bgmea.com.bd/member/details/221,"Speedwell Ltd.",speedwell.com.bd,"Md. Rafique Sajjad"
http://www.bgmea.com.bd/member/details/222,"Amco Fashions Ltd.",bdonline.com,"Azharuddin Ahmed"
http://www.bgmea.com.bd/member/details/223,"Zyta Garments","","Zakaria Taher"
http://www.bgmea.com.bd/member/details/224,"Dawn Garments Limited",dawngarments.com,"CAPT. QAZI KHURSHID-UZ- ZAMAN UTPAL (RETD.)"
http://www.bgmea.com.bd/member/details/225,"Easy Wear","","Salahuddin Ahmed"
http://www.bgmea.com.bd/member/details/226,"Cheung Hing Sweater (BD) Ltd.",dragon-sweater.net,"Mostafa Golam Quddus"
http://www.bgmea.com.bd/member/details/227,"Sepal Garments Ltd.",appexfair.com,"Tipu Munshi"
http://www.bgmea.com.bd/member/details/228,"Azim Garments Ltd.","","Fazle Azim"
http://www.bgmea.com.bd/member/details/229,"Boston Garments Ind.(Pvt) Ltd.","","M. A. Barek"
http://www.bgmea.com.bd/member/details/230,"Shamoli Garments Ltd.",siriusbb.com,"Golam Kabir Chowdhury"
http://www.bgmea.com.bd/member/details/231,"Nadia Garments Ltd.",envoy-group.com,"Abdus Salam Murshedy"
http://www.bgmea.com.bd/member/details/232,"New Season Garments Ltd.","","Sharfuddin Ahmed Sharif"
http://www.bgmea.com.bd/member/details/233,"Western & Eastern Apparels Ltd.",bol-online.com,"Marif Hossain Chowdhury"
http://www.bgmea.com.bd/member/details/234,"The Silver Garments Bangladesh Ltd.","","Md. Shafiqul Islam"
http://www.bgmea.com.bd/member/details/235,"H.A. Garments Inds. Ltd.","","Al-Haj Jalal Ahmed Firuz"
http://www.bgmea.com.bd/member/details/236,"Anupam Apparels (Pvt.) Ltd.",bdmail.net,"Md. Atiqur Rahman"
http://www.bgmea.com.bd/member/details/237,"Esquire Fashion Ltd.",fortuna-group.com,"Engr. M. Abu Taher"
http://www.bgmea.com.bd/member/details/238,"Lucky Garments Inds. (Pvt) Ltd. (U-2)",bdmail.net,"Md. Atiqur Rahman"
http://www.bgmea.com.bd/member/details/239,"Shah Makhdum Garments Ltd.",bangla.net,"Mazammel Haque"
http://www.bgmea.com.bd/member/details/240,"Padma Satel Arab Apparels Ltd.",bdmail.net,"A.B.M. Badiuzzaman Batchu"
http://www.bgmea.com.bd/member/details/241,"K.R.K. Garments Ltd.",bttb.net.bd,"Kazi Asadullah (Didar)"
http://www.bgmea.com.bd/member/details/242,"The New Rose Garments (Pvt) Ltd.","","Mujibur Rahman"
