factory_name,oc id,oc name
Sandyork Knitting Ltd.,,
Omar Apparels Ltd.,/companies/bd/C-36106,Omar Apparels Ltd.
Landmark Design Wear Ltd.,,
Coast To Coast Fashion Ltd.,/companies/bd/C-33322,Coast To Coast Fashion Ltd.
Techno Fashion,,
Latest Fashion,,
Desun Garments Ltd.,,
Opex Readywears Ltd.,,
Opex Apparels Ltd.,/companies/bd/C-34487,Opex Apparels Ltd.
M.I.M. Fashion Wear Ltd.,,
Capital Poshak Ltd.,,
Nassa Knit Ltd.,/companies/bd/C-35952,Nassa Knit Ltd.
Dressmen Apparels Ltd.,,
Meherun Apparels Ltd.,,
Sharpe Knitting & Dyeing Ltd.,,
Textil Fashions Ltd.,,
M & M Dresses Ltd.,,
V-Teac Garments (Pvt) Ltd.,,
Crony Fashions Ltd.,,
Vintage Apparels Ltd.,,
Ornate International Ltd.,/companies/bd/C-36371,Ornate International Ltd.
Logos Apparels Ltd.,/companies/bd/C-35053,Logos Apparels Ltd.
Ahsan Knitting Ltd.,/companies/bd/C-28997,Ahsan Knitting Ltd.
Omega Fashion Ltd.,/companies/bd/C-34843,Omega Fashion Ltd.
Arrival Fashion Limited,/companies/bd/C-35157,Arrival Fashion Limited
K.G. Garments Limited,/companies/bd/C-35047,K.G. Garments Limited
Interfab (BD) Ltd.,,
Nur Knitwears Ltd.,/companies/bd/C-27346,Nur Knitwears Ltd.
Tillottama Fashions Ltd.,,
Bardex International (Pvt) Ltd.,,
Benevolent Fashions Int'l Ltd.,,
Muma Fashions Ltd.,,
Speedwell Fashions Ltd.,,
M.and H. Corporation (Pvt.) Ltd.,/companies/bd/C-34128,M.and H. Corporation (Pvt.) Ltd.
S. N. Sweater Co. Limited,/companies/bd/C-35548,S. N. Sweater Co. Limited
Antim Knitting Dyeing & Finising Ltd.,,
Savar Sportswear Co. Ltd.,,
Sung Kwang Sweaters Ltd.,/companies/bd/C-35576,Sung Kwang Sweaters Ltd.
Sunstar Apparels (Pvt) Ltd.,,
K.M. Fashions Limited,/companies/bd/C-35329,K.M. Fashions Limited
Mannville Apparels Ltd.,,
Regain Garments (Pvt) Ltd.,,
Masaha Knitting And Dyeing Inds. Ltd.,,
M.H. Dresses Limited,/companies/bd/C-36112,M.H. Dresses Limited
Kaniz Fashions Ltd.,,
Anirban Garments Ltd.,,
Super Shine Fashions Limited,/companies/bd/C-36434,Super Shine Fashions Limited
Disari Industries (Pvt) Ltd.,,
Amc Sweaters Limited,/companies/bd/C-34720,Amc Sweaters Limited
Sweater Farms Ltd.,/companies/bd/C-35037,Sweater Farms Ltd.
Eton Fashions Limited (Efl),/companies/bd/C-36522,Eton Fashions Limited (Efl)
Dress World Ltd.,,
Sikder Fashion Wear Ltd.,,
Shireen Apparels Ltd.,,
Weeny Apparels Ltd.,,
Fuji Design Ltd.,,
R.M. Sweaters (Pvt) Ltd.,,
Kushtia Fashions Limited,/companies/bd/C-36917,Kushtia Fashions Limited
Creative Shirts Ltd.,,
Seha Design (BD) Ltd.,,
Europe Sweater Ltd.,,
Fashions King Ltd.,/companies/bd/C-22181,Fashions King Ltd.
Zms Fashions Ltd.,/companies/bd/C-36204,Zms Fashions Ltd.
Amex Limited,/companies/bd/C-36496,Amex Limited
Classic Supplies Ltd. (U-2),,
Sun Fashion Wear Inds. Ltd.,,
Fuji Knitwears Ltd.,,
Windy Apparels Ltd.,/companies/bd/C-36571,Windy Apparels Ltd.
Kimberly Fashions Limited,/companies/bd/C-35726,Kimberly Fashions Limited
Beximco Fashions Ltd.,/companies/bd/C-30795,Beximco Fashions Ltd.
Just Fashion (Pvt.) Ltd.,/companies/bd/C-34812,Just Fashion (Pvt.) Ltd.
Prince High Design Limited,/companies/bd/C-36725,Prince High Design Limited
Joowon Global Fashion (Bd) Ltd.,/companies/bd/C-37023,Joowon Global Fashion (Bd) Ltd.
Esquire Sweaters Ltd.,,
Woodland Apparels Ltd.(U-2),,
Rider Fashions Ltd.,,
Young Star Sweater,,
Nassa Apparels Ltd. U-2,,
Kores (Bangladesh) Ltd.,/companies/bd/C-28851,Kores (Bangladesh) Ltd.
4 You Clothing Ltd.,/companies/bd/C-36630,4 You Clothing Ltd.
Blazar Apparels Limited,/companies/bd/C-36126,Blazar Apparels Limited
Shirin Apparels Ltd.,,
M.K. Fashions Ltd.,/companies/bd/C-36143,M.K. Fashions Ltd.
Peerless International Ltd.,,
Summer and Winter Collections Ltd.,/companies/bd/C-36345,Summer and Winter Collections Ltd.
Novel Hurricane Knit Gmts. Ltd.,,
Mimtex Knitting Gmts. & Printing Ltd.,,
Mondol Textile Ltd. (Unit-2),,
Moni Sweater Ltd. U-2,,
Aps Apparels Limited,/companies/bd/C-37482,Aps Apparels Limited
Joy Fashion Bangladesh Ltd.,/companies/bd/C-36024,Joy Fashion Bangladesh Ltd.
Panwin Fashions Ltd.,,
Sweater Manufacturing Co. Ltd.,,
Pro Sports Limited,/companies/bd/C-36589,Pro Sports Limited
Royable Fashion Ltd.,,
Grameen Knitwear Ltd.,,
Outright Fashion Ltd. (U-2),,
Commando Fashions Ltd.,,
R. N. Sweaters Limited,/companies/bd/C-36914,R. N. Sweaters Limited
Nexus Sweaters Inds.(Pvt) Ltd.,,
Raquef Apparels Washing & Pack.Inds Ltd,,
Remi Apparels Ltd.,/companies/bd/C-37192,Remi Apparels Ltd.
Kimia Apparels Industry Ltd.,,
Texas Dresses Ltd.,,
Khushi Apparels Ltd.,,
Ajax Sweater Ltd.,,
Shimuliam International Ltd.,,
Sacks Apparels Limited,/companies/bd/C-35981,Sacks Apparels Limited
Dragon Sweater & Spinning Ltd.,,
Falcon International Knit Composite,,
Florence Fashions Ltd.,,
Ananta Sportswear Ltd.,,
Recent Sweaters Ltd.,,
Paxko Limited,,
Harvest Rich Ltd.(U-2),,
Saascotex (BD) Ltd.,,
Simco Dresses Ltd.,,
Nimmi Apparels Ltd.,,
Kins Collections Limited,/companies/bd/C-37275,Kins Collections Limited
Ameertex Limited,,
Christa Apparels (Pvt.) Ltd.,/companies/bd/C-35884,Christa Apparels (Pvt.) Ltd.
Mhc Textile (Pvt.) Ltd.,/companies/bd/C-37184,Mhc Textile (Pvt.) Ltd.
Aman Knittings Ltd.,/companies/bd/C-20885,Aman Knittings Ltd.
Sweater Apparels Ltd.,,
ZAHEDSONS LTD.,/companies/bd/C-96984,ZAHEDSONS LTD.
Ehsan Sweaters Ltd.,,
T.R.Z. Garments Industry Ltd.,/companies/bd/C-38119,T.R.Z. Garments Industry Ltd.
Kac Fashion Wear Ltd.,/companies/bd/C-37354,Kac Fashion Wear Ltd.
Din Apparels Limited,/companies/bd/C-20990,Din Apparels Limited
Tradefare Gloves Ltd.,,
The Rose Garments Designer Ltd.,,
Ruma Garments Wear Ltd.,,
Ananta Fashion Ltd.,,
Basundhara Fashions Ltd.,,
Azmat Apparels Ltd.,,
Starlight Sweaters Ltd.,,
Suhcheon Company (BD) Ltd.,,
Sincere Knitwears Ltd.,,
Sharoj Garments Ltd.,,
Pole Star Fashion Ltd.,,
Premier Garments Ltd.,/companies/bd/C-11679,Premier Garments Ltd.
Fullcharm Fashion Knitters Ltd.,,
Smee Apparels Ltd.,/companies/bd/C-38218,Smee Apparels Ltd.
Welldone Apparel Ltd.,,
Aboni Fashions Ltd.,/companies/bd/C-38000,Aboni Fashions Ltd.
Hearty Apparels Ltd.,,
S.B. Designs Limited,/companies/bd/C-38090,S.B. Designs Limited
De Moss Apparesls Ltd.,,
Aba Fashions Ltd.,/companies/bd/C-37160,Aba Fashions Ltd.
M.A. Gaffar Ltd. (G.D.-2),,
Ashique Fashionwear Ltd.,,
Rising Apparels Ltd.,,
Shamsher Apparels Ltd.,,
Shamsul Alamin Fabrics Limited,/companies/bd/C-35497,Shamsul Alamin Fabrics Limited
Millenium Garments Ltd.,,
Onus Garments Ltd.,/companies/bd/C-37476,Onus Garments Ltd.
Mark 2000 Limited,/companies/bd/C-38469,Mark 2000 Limited
Appolo Fashions Ltd.,,
Silk Route Apparels Ltd.,/companies/bd/C-24222,Silk Route Apparels Ltd.
The Delta Composite Knitting Inds. Ltd.,,
Titanic Products Ltd.,,
Landmark Fashion Wear (Pvt) Ltd.,,
Radial International Ltd. (Unit-2),,
A-Z Knitwears Ltd.,,
Classic Shirts Ltd.,,
Angshuk Ltd.,,
The Civil Engineers Ltd.,,
Doel Sportswear Limited,/companies/bd/C-37441,Doel Sportswear Limited
Fashion Forum Ltd.,,
Ashique Jeans Apparels Limited,/companies/bd/C-37822,Ashique Jeans Apparels Limited
Pandora Fashion Ltd.,,
R.M. Attires Ltd.,,
Sportswear Garments Ltd.(U-3),,
Bonny Apparels (Pvt) Ltd.(U-2),,
Kushiara Composite Knit Inds. Ltd.,,
Chorus Fashions Ltd.,,
Knit Asia Limited,/companies/bd/C-37255,Knit Asia Limited
Future Clothing Ltd.,,
Capri Apparels Ltd.,,
Concorde Knitting & Dyeing Inds Ltd.,,
Salma Fashion Wear Ltd.,,
Fair Apparels Ltd.,/companies/bd/C-37315,Fair Apparels Ltd.
Virgo Attires Ltd.,,
Mba Fashion Ltd.,/companies/bd/C-38212,Mba Fashion Ltd.
Perfect Fashions Ltd.,,
Sababa Apparels,,
Millennium Sweater Ltd.,,
Coast To Coast Apparels Limited.,/companies/bd/C-38752,Coast To Coast Apparels Limited.
The Delta Apparels Ltd.,,
Aroma Fashion Wear Limited,/companies/bd/C-38941,Aroma Fashion Wear Limited
Multiline Sweaters Ltd.,,
Shimrail Apparels Ltd.,,
Vintage Garments Ltd.,,
Apex Lingerie Limited,/companies/bd/C-35773,Apex Lingerie Limited
Evince Dress Shirts Ltd.,,
Rupa Knitwear (Pvt.) Limited,/companies/bd/C-36167,Rupa Knitwear (Pvt.) Limited
Mantrust Sweater Ltd.,,
Chandona Apparels Ltd.,,
Khaleque Knitting & Gmt.Inds.(P) Ltd.U-2,,
Redpoint Jackets Ltd.,,
Softex Cotton (Pvt) Ltd. Unit-2,,
Zsb Garments Limited,/companies/bd/C-36809,Zsb Garments Limited
Markap Designers Limited,/companies/bd/C-38210,Markap Designers Limited
Radiant Sweater Industries Ltd.,,
Starlight Knitwear Ltd. Unit-2,,
Western Dresses Ltd. Unit-2,,
Tricotex (Pvt) Ltd.,,
Aziz Fashions (Pvt) Ltd.,,
Design & Source Ltd.,,
Uttara Knitwears Limited,/companies/bd/C-39424,Uttara Knitwears Limited
Paramount Knitting Ltd.,,
Greystone Sweater Ltd.,,
Power Vantage Wear Limited,/companies/bd/C-36258,Power Vantage Wear Limited
Shirts Mine Limited,/companies/bd/C-36347,Shirts Mine Limited
CHUNG FONG GARMENTS (BD.) LTD.,/companies/bd/C-39149,CHUNG FONG GARMENTS (BD.) LTD.
Sinha Inds. Ltd.,,
Radiance Fashion Ltd.,,
Matexport (Bangladesh) Ltd.,,
Mrinmoy Fashion & Trade Int'l Ltd.,,
Ishraq Garments Limited,/companies/bd/C-34435,Ishraq Garments Limited
Rocky Knitting Mills (Pvt) Ltd.,,
Outfit Fashion Ltd.,/companies/bd/C-39666,Outfit Fashion Ltd.
Kanta Corporation (Pvt) Ltd.,,
Newtex Design Ltd.,,
A.S. Garments & Textiles Ltd.,,
Packers Garments Inds. Ltd.,,
Zhas Garments Limited,/companies/bd/C-44188,Zhas Garments Limited
Dress & Dismatic (Pvt) Ltd.,,
Shinest Apparels,,
Desh Lanka Ltd.,,
Green World Fashions Ltd.,,
Starlight Knitters Ltd.,,
Ocean and Design (Bd) Ltd.,/companies/bd/C-38999,Ocean and Design (Bd) Ltd.
Fahami Apparels Ltd.,/companies/bd/C-40598,Fahami Apparels Ltd.
Omega Sweaters Limited,/companies/bd/C-39477,Omega Sweaters Limited
Nahar Wool Wears Ltd.,,
Apparel Stitch Ltd.,,
Akil Design Limited,/companies/bd/C-39727,Akil Design Limited
Ornob Fashion Wear Limited,/companies/bd/C-39515,Ornob Fashion Wear Limited
Mimtex Fashion (Pvt) Ltd.,,
Luman Fashions Ltd.,/companies/bd/C-36579,Luman Fashions Ltd.
Mitali Fashions Ltd.,,
Eec-Bangla Knit Wears Ltd.,/companies/bd/C-38734,Eec-Bangla Knit Wears Ltd.
Recent Sweaters Ltd.(Unit-2),,
Ultimate Fashions Limited.,/companies/bd/C-37221,Ultimate Fashions Limited.
Optimum Ltd.,,
J.M. Apparels Limited,/companies/bd/C-37005,J.M. Apparels Limited
Islam Garments Ltd.(Weaving Unit),,
Commitment Apparels Ltd.,,
Oishi Fashions (Pvt) Ltd.,,
Birds A.and Z. Ltd.,/companies/bd/C-38236,Birds A.and Z. Ltd.
Interstoff Clothing Ltd.,,
Standard Jeans Limited,/companies/bd/C-36915,Standard Jeans Limited
Osaka Fashion Wears Limited,/companies/bd/C-40288,Osaka Fashion Wears Limited
Belkuchi Knit Wear Ltd,,
Anika Apparels (Pvt) Ltd,,
Arunima Apparels Ltd.,/companies/bd/C-40035,Arunima Apparels Ltd.
Onyx Knittex Ltd.,/companies/bd/C-39795,Onyx Knittex Ltd.
Nisa Apparels Ltd,,
Fashion Point Ltd,,
Debonair Fashions Ltd,,
Winter Fair Outer Wear MFG Co. Ltd.,,
A.B.S. Garments Ltd.,/companies/bd/C-40062,A.B.S. Garments Ltd.
Rajfulbaria Fashions Ltd.,,
Nipa Fashion Wear Industry Ltd.,/companies/bd/C-40650,Nipa Fashion Wear Industry Ltd.
Alim Knitwears Ltd.,,
Masco Industries Ltd.,,
Sterling Apparels Ltd.,,
Unicorn Sweaters Ltd.,,
Tunic Apparels Limited,/companies/bd/C-39244,Tunic Apparels Limited
Ifs Texwear (Pvt) Limited,/companies/bd/C-38268,Ifs Texwear (Pvt) Limited
Megatex Ltd.,,
Mim Sweaters Ltd.,,
Jinnat Apparels Limited,/companies/bd/C-38238,Jinnat Apparels Limited
Chello of Bangladesh Limited,/companies/bd/C-38289,Chello of Bangladesh Limited
Natural Apparels Ltd.,,
Parkstar Apparel Ltd.,,
Sas Fashion Wear Limited,/companies/bd/C-40351,Sas Fashion Wear Limited
DN SPORTS LIMITED,/companies/bd/CH-3778,DN SPORTS LIMITED
Jayed Garments Ltd..,,
K.M. Nobely Garments Ltd.,/companies/bd/C-35220,K.M. Nobely Garments Ltd.
Fashion Gears Ltd.,,
Mohammadi Fashion 2000 Ltd.,,
Fashion Asia Ltd.,/companies/bd/C-40506,Fashion Asia Ltd.
A.J. Fashions Ltd.,/companies/bd/C-36593,A.J. Fashions Ltd.
P.and R. Fashions Limited,/companies/bd/C-41439,P.and R. Fashions Limited
Raina Fashion Ltd.,/companies/bd/C-74245,Raina Fashion Ltd.
Bengler Fashion Ltd.,,
Opex Industries Ltd.,/companies/bd/C-39737,Opex Industries Ltd.
Anupom Fashion Wear Limited,/companies/bd/C-41353,Anupom Fashion Wear Limited
B.H.S. Tex Ltd.,/companies/bd/C-39410,B.H.S. Tex Ltd.
J.F. Sweaters Ltd.,,
Sinha Knitting Ltd.,,
Chittagong Fashion Millennium Textile Ltd.,,
Shimrail Fashions Ltd.,,
A.K.H. Fashions Limited,/companies/bd/C-41204,A.K.H. Fashions Limited
Amex Knitting & Dyeing Inds. Ltd.,,
Intramex Fashions Ltd.,,
Enigma Apparels Ltd.,,
Nightingale Fashion Ltd.,,
Finestitch Apparels Ltd.,,
SQ Selsius Ltd.,,
Lakhsma Sweaters Ltd.,,
Supershine Apparels Ltd.,,
SP Fashions Ltd.,,
Nahiyan Fashions Ltd.,,
Afaku Apparel Ltd.,,
Amena (Pvt) Ltd.,,
Body Fashion (Pvt.) Limited,/companies/bd/C-41165,Body Fashion (Pvt.) Limited
Rime Apparels Ltd.,,
Keya Sweaters Ltd.,/companies/bd/C-40794,Keya Sweaters Ltd.
Armin Sweaters (BD) Ltd.,,
Ha-Meem Sportswear Ltd.,,
Haitex Export Ltd.,,
Skyline Apparels Ltd.,,
Esquire Knit Composite Ltd.,,
Cosmic Sweaters Ltd.,,
Aftex Limited,/companies/bd/C-39107,Aftex Limited
Karnaphuli Knit Wears Ltd.,,
Meem Dresses (Pvt.) Limited,/companies/bd/C-42032,Meem Dresses (Pvt.) Limited
Shade Fashions Ltd.,/companies/bd/C-40759,Shade Fashions Ltd.
Liberty Knitwears Ltd.,,
Sleek Knit Garments Ltd.,/companies/bd/C-40195,Sleek Knit Garments Ltd.
Dekko Knitwears Ltd. (Unit-2),,
Topstar Dresses Ltd.,,
Mayc`s Garments Ltd.,,
The Shanin Clothing Ltd.,,
So Nice Garments (Pvt) Ltd.,,
Garib & Garib Co. Ltd. (Unit-2),,
Lyric Industries (Pvt.) Ltd.,/companies/bd/C-41230,Lyric Industries (Pvt.) Ltd.
Bonny Designers Limited,/companies/bd/C-39867,Bonny Designers Limited
Panwin Garments Ltd.,,
G.B.S. Wears Ltd.,/companies/bd/C-38919,G.B.S. Wears Ltd.
Omi Apparels Limited,/companies/bd/C-40951,Omi Apparels Limited
Jams Fashion Ltd.,,
Hn Garments Ltd.,/companies/bd/C-41811,Hn Garments Ltd.
Anupam Sweater Ltd.,/companies/bd/C-26840,Anupam Sweater Ltd.
K.R. Apparels Ltd.,/companies/bd/C-41438,K.R. Apparels Ltd.
S.H.B. Garments Limited,/companies/bd/C-41681,S.H.B. Garments Limited
D.M.C. Apparels Limited,/companies/bd/C-41459,D.M.C. Apparels Limited
Classic Fashion Concept Ltd.,,
Paragon Sweaters Ltd.,,
Outwear Fashion Ltd.,/companies/bd/C-42060,Outwear Fashion Ltd.
Mabtex Wear Ltd.,,
Shomahar Sweaters Ltd. (Unit-2),,
Shangu Tex Ltd.,/companies/bd/C-39893,Shangu Tex Ltd.
Zisa`s Fashion Ltd.,,
Z-3 Dresses Ltd.,,
Glory Fashions Ltd.,,
Fakir Apparels Ltd.,,
B. Bangla Garments Ltd.,/companies/bd/C-40910,B. Bangla Garments Ltd.
Star Sweaters Ltd.,/companies/bd/C-38818,Star Sweaters Ltd.
Moonlit Apparels Ltd.,,
Meem Fashions Limited,/companies/bd/C-42265,Meem Fashions Limited
Creative Sweaters (Pvt) Ltd.(U-2),,
Liberty Fashion Wears Ltd.,,
Flower Fashions Ltd.,,
Adeeba Apparels Ltd.,/companies/bd/C-33114,Adeeba Apparels Ltd.
Pacific Blue (Jeans Wear) Limited,/companies/bd/C-41725,Pacific Blue (Jeans Wear) Limited
Tropical Knitex Ltd.,,
Step Three Apparels Ltd.,,
Cardona Apparels Ltd.,,
Chowdhury Knitwears Ltd.,,
Faruque Knit Wears Ltd.,,
Fullcharm Fashion Knitters Ltd.(U-2),,
Big Zero Apparels Ltd.,,
Julfikar Fashions Ltd.,,
Tusuka Fashions Ltd.,,
Millennium Apparels Ltd.,,
Diamond Sweater Industries Ltd.,,
Newtex Knit Fashions Ltd.,,
Radiance Knitwears Ltd.,,
Southern Designers Ltd.,,
Mas Designers Limited,/companies/bd/C-41493,Mas Designers Limited
Chong Won Ars Sweaters Ltd.,,
Parade International Ltd.,,
Divine Textile Ltd. (Unit-2),,
Akbar Apparels Ltd.,/companies/bd/C-39063,Akbar Apparels Ltd.
Prophecy Apparels (Pvt) Ltd.,,
Trust Trouser Ltd.,,
The Bottom Collections Ltd.,/companies/bd/C-41821,The Bottom Collections Ltd.
Apparel Industry Ltd.,,
Peerage Knitwear Ltd.,,
York Sports Wear Ltd.,/companies/bd/C-42552,York Sports Wear Ltd.
Montex Fabrics Ltd.,,
Jams Knitwear (Pvt.) Ltd.,/companies/bd/C-42664,Jams Knitwear (Pvt.) Ltd.
Arty Composite Ltd.,/companies/bd/C-42078,Arty Composite Ltd.
S.P.S. Apparels Ltd.,/companies/bd/C-43793,S.P.S. Apparels Ltd.
Iqrah Fashion Ltd.,/companies/bd/C-42631,Iqrah Fashion Ltd.
Kera Fashion Limited,/companies/bd/C-39834,Kera Fashion Limited
A.K.M. Knit Wear Limited,/companies/bd/C-42017,A.K.M. Knit Wear Limited
Union Knitting & Dyeing Ltd.,,
Meridian Fashions Ltd.,,
Muazuddin Textile Ltd.,,
GMS. Composite Knitting Inds. Ltd.,,
New Line Clothings Ltd.,,
Reliable Fashion Ltd.,,
Z-3 Composite Knitwear Ltd.,,
AIS Sweater Ltd.,,
Recent Sweaters Ltd. (Unit-3),,
Arc Sweaters Ltd.,/companies/bd/C-41851,Arc Sweaters Ltd.
Seha Fashion (BD) Ltd.,,
Bangladesh Export Wears Inds. Ltd.,,
Oasis Fashion Ltd.,/companies/bd/C-42522,Oasis Fashion Ltd.
Crown Fashion & Sweater Ind. Ltd.,,
Pearls & Pouce Ltd.,,
RS Knit Composite Ltd.,,
Arizona Sweater Ltd.,,
Asha Ready Wear (Pvt.) Ltd.,/companies/bd/C-42322,Asha Ready Wear (Pvt.) Ltd.
Zam Zam Knit Wears Ltd.,,
Cosmos Sweaters Ltd.,,
Nassa Fashions Limited,/companies/bd/C-41326,Nassa Fashions Limited
M.T. Sweaters Limited,/companies/bd/C-42624,M.T. Sweaters Limited
J.K. Knit Composite Ltd.,/companies/bd/C-39640,J.K. Knit Composite Ltd.
Sea Moss Knitwear Ltd.,/companies/bd/C-41523,Sea Moss Knitwear Ltd.
Wool-Tex Sweaters Ltd.,,
Labib Fashions Ltd.,,
Unitex Cotton Wear (Pvt.) Ltd.,/companies/bd/C-42510,Unitex Cotton Wear (Pvt.) Ltd.
Hypoid Lingeries Ltd.,/companies/bd/C-42784,Hypoid Lingeries Ltd.
Fontina Fashions Ltd.,,
amity design ltd.,/companies/bd/C-36649,amity design ltd.
Columbia Apparels Ltd.,,
M.M. Knitwear Ltd.,,
Tex Asia Limited,/companies/bd/C-41832,Tex Asia Limited
Fashion Paradise Ltd.,,
Azra Enterprise Ltd.,/companies/bd/C-40613,Azra Enterprise Ltd.
Basic Shirts Limited,,
Landmark Fabrics Ltd.,,
Nexus Design Ltd.,,
Kaynat Ltd.,,
Millenium Dresses Ltd.,,
Intraco Fashion Ltd.,,
Kashmilon Sweaters Ltd.,,
Pioneer Sweaters Ltd.,,
Agrani Sweaters Ltd.,,
Sydney Sweaters Ltd.,,
Nibir Fashion Wear Ltd.,,
Tammam Design Ltd.,,
Aboni Knit Wear Ltd.,/companies/bd/C-42969,Aboni Knit Wear Ltd.
Sabarang Fashions Ltd.,,
Annesha Style Limited.,/companies/bd/C-43434,Annesha Style Limited.
Millennium Textiles (Southern) Ltd.,,
Adnan Sweaters Ltd.,/companies/bd/C-42331,Adnan Sweaters Ltd.
Dessin Wears Ltd.,,
Priya Fashions Ltd.,,
Monapy Sweater,,
S-Six Fashions (Pvt) Ltd.,,
Citadel Apparels Ltd.,,
Designtex Sweaters Ltd.,,
Sadma Fashion Wear Ltd.,,
Unity Fabric Inds. Ltd.,,
Ratul Knit Wears Ltd.,,
Bando Fashions Ltd.,/companies/bd/C-44442,Bando Fashions Ltd.
Wega Apparels Ltd.,,
Mark Sweater Ltd.,/companies/bd/C-43983,Mark Sweater Ltd.
Syntex Knitwear Ltd.,,
Pacific Fibre Corporation Ltd.,,
Master Fashions Ltd.,,
Fashion Costumes Ltd.,,
Rose Sweater Ltd.,,
Beq Knit Ltd.,/companies/bd/C-43816,Beq Knit Ltd.
Pacific Cotton Limited,/companies/bd/C-44299,Pacific Cotton Limited
SM Knitwears Ltd.,,
Confidence Sweaters Ltd.,,
Zoom Sweaters Limited,/companies/bd/C-41560,Zoom Sweaters Limited
Fariha Tex Wear (Pvt.) Ltd.,/companies/bd/C-41922,Fariha Tex Wear (Pvt.) Ltd.
Dignity Apex Wear Limited,/companies/bd/C-39198,Dignity Apex Wear Limited
Biswas Garments Ltd. (U-2),,
Square Fashions Ltd.,/companies/bd/C-41834,Square Fashions Ltd.
Naz Bangladesh Ltd.,/companies/bd/C-39677,Naz Bangladesh Ltd.
Union Sportswear Ltd.,,
Fashion 2000 Ltd.,,
Norwest Sweaters Ltd.,,
Meridian Fashion Wear Ltd.,,
Reu Fashion Limited,/companies/bd/C-41242,Reu Fashion Limited
Naj Sweaters Limited.,/companies/bd/C-43960,Naj Sweaters Limited.
Nice Dresses (Pvt) Ltd.,,
Shade Fashions Int`l Ltd.,,
Saville Row Limited,/companies/bd/C-43977,Saville Row Limited
Easy Knit Fashion Ltd.,/companies/bd/C-42480,Easy Knit Fashion Ltd.
Swan Sweaters Ltd.,,
La-Belle Knitting (Pvt) Ltd.,,
Endora Sweater Ltd.,,
Scandex (BD) Ltd.,,
Opex Sweaters Ltd.,/companies/bd/C-35082,Opex Sweaters Ltd.
New Horizon (Bd.) Limited,/companies/bd/C-42936,New Horizon (Bd.) Limited
Multi Modern Apparels Ltd.,,
Liz Apparels Limited,/companies/bd/C-44354,Liz Apparels Limited
S. Suhi Industrial Park Limited.,/companies/bd/C-44199,S. Suhi Industrial Park Limited.
Evershine Sweaters Ltd.,,
Apparels Village Ltd.,,
Golden Refit Garments Ltd.,,
Veronica Apparels Limited,/companies/bd/C-41988,Veronica Apparels Limited
Texcon Textile (Pvt) Ltd.,,
Milaco Textile Mills (Pvt) Ltd.,,
Armana Apparels Limited,/companies/bd/C-44452,Armana Apparels Limited
Zyta Apparels Limited,/companies/bd/C-37969,Zyta Apparels Limited
Chowgacha Apparels Ltd.,,
H.M.A. Garments Ltd.,/companies/bd/C-43105,H.M.A. Garments Ltd.
That`s It Knit Ltd.,,
Monde Apparels Limited.,/companies/bd/C-43969,Monde Apparels Limited.
Beq Sweaters Ltd.,/companies/bd/C-44547,Beq Sweaters Ltd.
Rebs Limited,/companies/bd/C-33564,Rebs Limited
Hudson Sweater Inds. Ltd.,,
Marina Apparels Limited,/companies/bd/C-45184,Marina Apparels Limited
Lyric Apparels Ltd.,/companies/bd/C-44463,Lyric Apparels Ltd.
Tejgaon Textile Mills Ltd.,,
Connect Fashions Ltd.,,
Ehsan Fashions Limited.,/companies/bd/C-44322,Ehsan Fashions Limited.
Zahintex Industries Ltd.,/companies/bd/C-46052,Zahintex Industries Ltd.
V-Sign Sweaters Ltd.,,
Cotton Concern (Bd) Ltd. amalgamated to Cotton Club (BD) Ltd (C-52418).,/companies/bd/C-44120,Cotton Concern (Bd) Ltd. amalgamated to Cotton Club (BD) Ltd (C-52418).
Synthia Multi-Fibre Ltd.,,
CN Knit Wears Ltd.,,
Chaity Classic Sportswear (Mfg) Co. Ltd.,/companies/bd/C-45642,Chaity Classic Sportswear (Mfg) Co. Ltd.
Jovian Sweater Limited,/companies/bd/C-45333,Jovian Sweater Limited
The Chittagong Fashion Ltd.,,
Eva Sweater Limited,/companies/bd/C-44173,Eva Sweater Limited
Southeast Sweaters Ltd.,,
Thunder Knitwear Ltd.,,
Dk. Sweater Ltd.,/companies/bd/C-45450,Dk. Sweater Ltd.
Home Textiles Ltd.,,
Marshaa Ltd.,/companies/bd/C-46563,Marshaa Ltd.
Bkc Sweater Limited,/companies/bd/C-44745,Bkc Sweater Limited
Mohammadi Fashion Sweaters Ltd.,,
Voyager Apparels Limited,/companies/bd/C-46250,Voyager Apparels Limited
Martin Knit-Wear Ltd.,,
Direct Sports & Leisure Wear (BD) Ltd.,,
Dynamic Sweater Inds. Ltd.,,
Max Sweater (Bd.) Ltd.,/companies/bd/C-45790,Max Sweater (Bd.) Ltd.
Impressive Apparels Ltd.,,
Fariha Knit Tex Ltd.,/companies/bd/C-34136,Fariha Knit Tex Ltd.
Zon Ron Sweaters Ltd.,/companies/bd/C-41856,Zon Ron Sweaters Ltd.
B. Brothers Garments Co. Ltd.(U-2),,
Fabulous Fashions Ltd.,,
S.A. Rahman Sweater Factory Ltd.,/companies/bd/C-44169,S.A. Rahman Sweater Factory Ltd.
Fawn Wear Ltd.,,
Brb Knitwear Limited,/companies/bd/C-46948,Brb Knitwear Limited
Needle-Work Ltd.,,
SF Sweater Ltd.,,
Apparel Concept Ltd.,,
